First Name,Last Name,Date of Birth,Salary,KPI,Experience,Level,Position
Robert,Lewis,1991-06-08,53046,83,7,Mid,Data Analyst
David,Chang,1969-05-30,92835,69,16,Senior,Data Analyst
Bill,Harris,1968-04-23,90735,89,15,Junior,Data Analyst
Jessica,Gates,1982-11-03,53981,73,1,Junior,Data Analyst
Cody,Hudson,1966-12-11,63012,88,6,Senior,Sales Executive
Victor,Pennington,1968-11-26,54276,66,15,Senior,Project Manager
Julia,Peters,1965-04-16,54873,97,16,Junior,Software Engineer
Alexa,Johnson,1977-10-05,78243,99,8,Senior,Sales Executive
Kristin,Duffy,1997-02-14,58963,71,14,Junior,Data Analyst
Kelly,Roberts,1967-11-29,55006,81,9,Junior,Sales Executive
Maria,Cannon,1966-07-03,83162,92,16,Mid,Sales Executive
Lisa,Saunders,1985-07-19,88704,81,10,Senior,HR Manager
Sharon,Lee,1975-11-02,98533,84,10,Senior,Sales Executive
Amber,Nguyen,1971-06-09,80105,62,12,Mid,HR Manager
James,Jenkins,1965-05-02,60365,60,8,Mid,Sales Executive
Geoffrey,Butler,1990-04-12,86759,100,9,Junior,HR Manager
Susan,Arnold,1979-11-20,52289,64,13,Mid,HR Manager
Billy,Haney,1969-06-25,82633,100,7,Mid,Project Manager
Justin,Murphy,1985-05-12,97289,88,13,Junior,Sales Executive
Anna,Charles,1973-05-06,70886,91,5,Mid,HR Manager
Amber,Gonzalez,1970-11-07,69711,70,10,Junior,Data Analyst
Michael,Smith,1966-11-22,58563,94,18,Mid,HR Manager
Ralph,Vargas,1995-07-31,93125,78,11,Mid,Project Manager
Randy,Anderson,1975-10-16,90921,78,20,Senior,Project Manager
Morgan,Haas,1995-06-26,63996,81,18,Mid,Data Analyst
Barbara,Evans,1983-05-04,77030,89,2,Mid,Data Analyst
Kimberly,Sanders,1993-04-03,57625,85,16,Mid,Marketing Specialist
Chad,Duffy,1974-08-19,81716,99,8,Junior,Marketing Specialist
Jenny,Berger,1984-01-23,52078,94,2,Junior,Marketing Specialist
Jill,Webster,1965-01-11,83531,73,3,Junior,Data Analyst
Jeffrey,Miller,1985-12-20,96541,74,16,Mid,Project Manager
William,Berry,1974-07-28,72427,65,6,Senior,Project Manager
Todd,Payne,1969-12-08,65502,73,6,Mid,Software Engineer
Christopher,Fisher,1986-02-17,80976,94,2,Senior,HR Manager
Lindsey,Peterson,1993-03-30,74851,63,17,Mid,Sales Executive
James,Kane,1977-10-22,92945,60,18,Senior,Sales Executive
Pamela,Nash,1989-11-18,56614,92,2,Mid,Project Manager
Danielle,Berry,1996-11-07,93789,89,18,Senior,HR Manager
Douglas,Dillon,1990-07-11,61795,96,8,Junior,Data Analyst
Colin,Wilson,1982-09-18,63228,81,5,Mid,Software Engineer
Derrick,Jones,1995-06-24,67651,94,4,Junior,Project Manager
Jennifer,Perez,1995-08-09,84634,96,5,Junior,Data Analyst
Jeffrey,Fitzgerald,1979-02-11,97909,73,20,Mid,Software Engineer
Mario,Rhodes,1986-11-25,79847,77,10,Junior,Project Manager
Allen,Phillips,1982-01-19,88166,62,13,Senior,Marketing Specialist
David,Ramos,1985-05-13,82005,69,8,Senior,Marketing Specialist
Shawn,Hunt,1976-03-28,84986,68,17,Junior,Project Manager
Michelle,Greer,1982-12-05,95185,88,15,Mid,Sales Executive
Victoria,Maldonado,1984-12-17,85331,97,8,Mid,Sales Executive
Samantha,Mcdaniel,1976-08-16,91611,79,2,Mid,Data Analyst
Jacob,Woods,1981-12-27,53203,68,2,Mid,Software Engineer
Kristy,Anderson,1992-12-27,79556,70,18,Mid,HR Manager
Thomas,Baker,1966-02-23,70907,72,2,Senior,Data Analyst
Rebecca,Manning,1965-03-06,55149,80,8,Mid,Marketing Specialist
William,Robinson,1997-04-07,77734,73,18,Senior,Project Manager
Bailey,Morris,1969-12-27,95821,96,7,Junior,Data Analyst
James,West,1983-04-26,83715,75,15,Senior,Software Engineer
Jeffrey,Collins,1977-04-26,86671,78,16,Mid,Project Manager
Sonya,Cunningham,1986-05-14,93842,68,17,Senior,Data Analyst
Brittney,Macdonald,1988-01-18,73259,83,19,Mid,HR Manager
Taylor,Hawkins,1993-11-07,82966,89,10,Mid,Marketing Specialist
Jonathan,Harris,1977-11-26,50336,82,18,Junior,Sales Executive
Melanie,Bailey,1995-03-20,90374,78,2,Senior,HR Manager
Danielle,Rhodes,1987-09-10,77938,87,19,Senior,Project Manager
Mary,Woods,1991-05-18,87516,99,2,Junior,Sales Executive
Diana,Miller,1966-05-12,54249,91,5,Junior,HR Manager
James,Hansen,1974-08-11,60058,61,8,Junior,Sales Executive
Corey,Yu,1970-07-24,50811,93,6,Junior,HR Manager
Grant,Cobb,1986-05-03,85271,98,15,Senior,Software Engineer
Michael,Harrison,1989-05-01,72713,63,6,Mid,Sales Executive
Anthony,Peters,1979-09-05,68683,93,10,Senior,Data Analyst
Deborah,Blankenship,1971-08-01,73974,73,1,Senior,Sales Executive
David,Liu,1991-07-29,65246,75,3,Junior,Sales Executive
Tommy,Young,1964-09-05,99092,91,11,Senior,HR Manager
Dennis,Tucker,1990-09-05,52146,78,18,Senior,Project Manager
Jill,Brown,1986-11-05,59181,96,4,Mid,HR Manager
Todd,Richards,1978-03-22,54843,83,15,Senior,Data Analyst
Adrienne,Wright,1970-03-12,74942,73,4,Mid,Project Manager
Elizabeth,Ortiz,1983-03-26,57701,89,19,Mid,Software Engineer
Joshua,Jones,1977-05-01,67903,97,12,Senior,Project Manager
Levi,Buchanan,1988-07-20,58566,86,5,Senior,Project Manager
Patrick,Stone,1975-11-18,71343,89,1,Mid,Data Analyst
Michael,Harris,1974-01-04,81285,75,18,Mid,Project Manager
David,Hines,1970-08-04,98155,69,12,Senior,Software Engineer
Kathryn,Allen,1985-02-19,84641,66,13,Mid,Marketing Specialist
Robert,Allen,1984-11-24,77670,91,17,Junior,Data Analyst
Teresa,Bowman,1999-08-21,76391,88,18,Senior,Software Engineer
Ruben,Scott,1978-05-25,95391,96,5,Mid,HR Manager
Amber,Bates,1984-08-28,79479,94,6,Mid,Sales Executive
Melanie,Wilson,1995-08-15,64441,66,4,Mid,Project Manager
Patricia,Parker,1994-04-10,60097,70,16,Mid,Data Analyst
Laura,Davis,1976-07-12,92266,65,7,Senior,Software Engineer
Monica,Shah,1983-01-26,80184,100,3,Mid,Data Analyst
Brian,Hansen,1983-09-17,66470,78,2,Senior,Sales Executive
Melinda,Powell,1974-01-10,75584,78,9,Mid,Sales Executive
Raymond,Newton,1967-01-03,90620,89,6,Junior,Data Analyst
Steven,Vaughn,1975-08-13,65322,87,8,Junior,Project Manager
Kyle,White,1994-01-27,73405,96,18,Mid,Project Manager
Jesse,Rogers,1973-05-19,76587,91,19,Junior,Data Analyst
Rodney,Castaneda,1991-05-07,61239,67,15,Senior,Sales Executive
Angela,Adams,1987-12-11,58364,99,17,Mid,Data Analyst
Phyllis,Martinez,1968-06-25,96060,78,11,Junior,Data Analyst
Christopher,Parks,1981-05-03,98133,64,2,Junior,Data Analyst
Anthony,Byrd,1981-01-17,66267,70,9,Senior,Marketing Specialist
David,Little,1991-07-31,91475,64,9,Mid,HR Manager
Monica,Parker,1988-09-12,96816,89,14,Mid,Project Manager
Oscar,Barron,1998-01-13,59734,63,3,Senior,HR Manager
Michael,Ritter,1964-04-09,60866,61,13,Junior,Sales Executive
Sandra,Chaney,1987-03-05,84957,62,14,Senior,Sales Executive
Christopher,Burns,1979-10-23,91953,73,15,Senior,HR Manager
Sarah,Becker,1991-12-08,85844,85,20,Senior,Data Analyst
Tara,Knapp,1974-10-25,90171,63,10,Senior,HR Manager
Jason,Whitaker,1964-12-06,58977,96,11,Senior,Data Analyst
Madison,Hoover,1973-11-22,77149,64,19,Senior,HR Manager
Roger,Valdez,1987-01-14,80334,63,7,Senior,Project Manager
Tyler,Mullins,1992-05-28,61632,83,3,Junior,HR Manager
Adam,Elliott,1974-04-12,89680,97,10,Junior,Software Engineer
Jamie,Perry,1994-10-10,88571,96,15,Junior,Data Analyst
Dominic,Madden,1990-06-30,97827,100,8,Senior,Project Manager
Savannah,Kramer,1982-04-28,65634,79,4,Mid,Software Engineer
Steven,Carpenter,1994-09-28,76256,90,15,Senior,HR Manager
Michael,Gonzalez,1969-02-28,70339,74,20,Mid,Sales Executive
Travis,Cruz,1966-03-29,80490,78,13,Senior,Sales Executive
Amy,Taylor,1973-03-27,89226,68,1,Senior,HR Manager
Erica,Moran,1985-08-02,65662,91,19,Junior,Data Analyst
Alison,Pena,1972-10-24,66865,94,16,Mid,Software Engineer
Walter,Gomez,1968-12-24,72295,97,2,Mid,Sales Executive
Kimberly,Butler,1993-12-07,61493,60,20,Mid,Data Analyst
Corey,Green,1967-02-23,69234,78,10,Mid,HR Manager
Kathryn,Pierce,1969-05-05,76388,64,14,Mid,Software Engineer
Cindy,Freeman,1999-01-12,97029,87,14,Junior,Marketing Specialist
Thomas,Hebert,1976-02-28,66164,80,10,Mid,Data Analyst
Ashley,Harris,1989-10-24,94525,80,12,Mid,Software Engineer
Austin,Higgins,1979-05-15,89398,76,13,Mid,Marketing Specialist
Eric,Ford,1997-02-13,92742,66,4,Junior,Project Manager
Michael,Ray,1983-05-07,77962,68,12,Mid,Data Analyst
Jasmine,Gonzalez,1984-09-11,71740,86,7,Senior,Software Engineer
Carl,Gonzalez,1985-07-06,81354,91,5,Junior,Data Analyst
Nicholas,Sanchez,1980-07-09,69007,67,9,Mid,HR Manager
Nancy,Archer,1988-05-16,53888,66,11,Junior,Software Engineer
Craig,Bennett,1979-10-23,63442,79,12,Junior,Data Analyst
Travis,Chandler,1986-05-22,95681,99,17,Junior,Software Engineer
Meagan,Thomas,1970-05-12,70281,92,11,Mid,Project Manager
Melinda,Young,1970-11-14,92470,97,10,Senior,Software Engineer
Daniel,Martinez,1981-11-02,69925,100,10,Senior,Data Analyst
Katherine,Phillips,1965-06-15,93883,70,20,Mid,Software Engineer
James,Patel,1984-05-18,63990,79,20,Mid,Marketing Specialist
Robin,Anderson,1976-08-22,50778,70,7,Senior,Marketing Specialist
Angela,Parker,1964-05-30,60376,63,4,Mid,HR Manager
Amanda,Parks,1986-06-04,50874,88,3,Mid,Sales Executive
Brittany,Stephens,1977-09-20,66520,64,18,Junior,Software Engineer
Willie,Kelly,1977-10-08,92561,71,18,Junior,Project Manager
John,Gutierrez,1987-08-02,61945,81,13,Senior,Software Engineer
April,Smith,1992-04-12,60881,63,10,Junior,Sales Executive
John,Smith,1999-01-06,73898,60,17,Junior,Sales Executive
Michael,Yang,1996-11-04,64579,96,7,Mid,Software Engineer
Elizabeth,Brown,1986-05-21,57858,65,8,Senior,Sales Executive
Corey,Cardenas,1964-11-20,66171,91,6,Mid,Sales Executive
Tammy,Jennings,1992-04-22,75160,92,8,Junior,Data Analyst
Robin,Erickson,1974-02-14,91091,68,8,Junior,Project Manager
Gavin,Williams,1992-12-23,68142,70,5,Senior,HR Manager
Kevin,Floyd,1978-06-30,81959,99,16,Junior,Data Analyst
Felicia,Holmes,1982-01-31,50247,82,17,Mid,HR Manager
Michael,Dalton,1978-08-27,50413,95,8,Junior,HR Manager
Michael,Kennedy,1982-12-28,95425,87,19,Senior,Software Engineer
Leslie,Delacruz,1973-12-07,50982,74,7,Junior,HR Manager
Laura,Watkins,1972-03-15,85989,92,12,Senior,Sales Executive
Elizabeth,Reyes,1989-09-11,88491,77,13,Mid,Marketing Specialist
Heather,Lewis,1968-05-23,89160,73,13,Senior,Sales Executive
Michele,Richmond,1965-05-02,96608,89,18,Senior,Software Engineer
David,Powell,1991-12-11,59001,85,3,Mid,HR Manager
Alexis,Gray,1979-04-16,95947,76,8,Mid,Marketing Specialist
Jason,Walker,1979-02-23,88725,94,16,Junior,Marketing Specialist
Janet,Alexander,1975-01-06,59982,61,8,Senior,Marketing Specialist
Gail,Boyer,1995-06-30,91277,67,7,Senior,HR Manager
Keith,Rice,1969-11-20,90083,69,2,Mid,Data Analyst
Hannah,Obrien,1996-06-24,94365,63,8,Mid,Marketing Specialist
Rhonda,Herrera,1983-10-06,57117,74,12,Senior,Marketing Specialist
Yolanda,Torres,1982-08-08,83257,64,3,Junior,Project Manager
Marc,Stein,1983-07-13,89116,88,19,Senior,Sales Executive
Brian,Ramirez,1964-02-24,94511,85,17,Senior,Software Engineer
Cynthia,Jones,1967-05-21,53703,80,8,Senior,Marketing Specialist
Kristin,Hall,1999-01-19,56141,100,10,Junior,Project Manager
Michael,Anderson,1998-02-26,77554,90,5,Junior,Software Engineer
